Item,Q4 2006,Q4 2007,Q4 2008,Q4 2009,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,0.0,3350000000.0,4334727200.0,4334727200.0,4334727200.0,4334727200.0,4334727200.0,0.0,4800000000.0,0.0,0.0,0.0,0.0,245000000.0,490000000.0,0.0,490000000.0,490000000.0,490000000.0,490000000.0,490000000.0,5390000000.0,5390000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0
3. Đầu tư khác vào công cụ vốn,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490000000.0,0.0,0.0,0.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343888314.0,-382098127.0,-382098127.0,-382098127.0,-382098127.0,-382098127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,2300000.0,0.0,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,339822299.0,853970046.0,1702542386.0,1566291184.0,2113548021.0,2521967883.0,1397925629.0,1060408815.0,1138254860.0,2462693850.0,4433102052.0,3891537797.0,3513793982.0,3709334471.0,3619808987.0,3592063023.0,3059633523.0,2906131795.0,3151039260.0,2476782069.0,2561083497.0,2373531443.0,869892433.0,674086092.0,513589847.0,533190789.0,577123469.0,441829259.0,374426218.0,343635238.0,635516667.0,593346901.0,885798971.0,1472542553.0,1487234993.0,1386243095.0,1129716191.0,1217963186.0,1029933860.0,1095511225.0,901462357.0,687041966.0,555331193.0,849763370.0,718664545.0,922903269.0,794075625.0,842859700.0,838451795.0,838451795.0,623632977.0,667046184.0,524416727.0,732593273.0,515846370.0,843304052.0
1. Chi phí trả trước dài hạn,339822299.0,682284227.0,987349896.0,950956491.0,1498213328.0,1906633190.0,782590936.0,842035056.0,919881101.0,2244320091.0,4184728293.0,3851537797.0,3478793982.0,3672334471.0,3582808987.0,3555063023.0,3022633523.0,2869131795.0,3114039260.0,2439782069.0,2524083497.0,2336531443.0,842892433.0,647086092.0,513589847.0,506190789.0,550123469.0,441829259.0,374426218.0,343635238.0,635516667.0,593346901.0,885798971.0,1472542553.0,1487234993.0,1386243095.0,1129716191.0,1217963186.0,1029933860.0,1095511225.0,901462357.0,687041966.0,555331193.0,849763370.0,718664545.0,922903269.0,794075625.0,842859700.0,838451795.0,838451795.0,623632977.0,667046184.0,524416727.0,732593273.0,515846370.0,843304052.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,715192490.0,605334693.0,605334693.0,605334693.0,605334693.0,208373759.0,208373759.0,208373759.0,208373759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,0.0,171685819.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,40000000.0,40000000.0,35000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,27000000.0,27000000.0,0.0,27000000.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,53166064191.0,72154602561.0,96055067805.0,93159077749.0,92621849095.0,82556032138.0,90995617438.0,112285109348.0,92464990460.0,83987037710.0,110459885640.0,81713076182.0,77546803524.0,80224134602.0,95581419606.0,87514539909.0,86596620764.0,74264116426.0,96282155037.0,81587249864.0,79434002864.0,88489214397.0,84126423724.0,69347032999.0,64754315124.0,76927575949.0,120382738313.0,104711219492.0,98959258344.0,111305396578.0,155621999091.0,158833075904.0,173900219734.0,156518655177.0,199877813372.0,140995314035.0,125700092677.0,134195612940.0,151066742644.0,129732362070.0,143364893014.0,130918094527.0,175520612889.0,139357698657.0,125593210514.0,146024158465.0,166257522795.0,128326865376.0,118855353268.0,110064841294.0,102088192304.0,95249618773.0,201898031364.0,243864636346.0,249342990277.0,211319666585.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
A. Nợ phải trả,34492651261.0,20617614043.0,43024342068.0,40257471615.0,43083121893.0,30418099069.0,34675159960.0,55128216444.0,43194220478.0,37441483014.0,49378306999.0,28538539158.0,25051071286.0,25627095937.0,35037786642.0,27468671771.0,29042949684.0,18709470198.0,33947976428.0,24921133349.0,20938894314.0,26857209438.0,29267283427.0,13671594847.0,14092248521.0,24526062489.0,64561760578.0,47614974851.0,45259137842.0,55094821223.0,97678094584.0,97520701295.0,116904724283.0,96217547672.0,138664579511.0,78510415468.0,67765083539.0,74825328871.0,89018553219.0,67127153755.0,81893860717.0,68601011264.0,108919339284.0,70959837292.0,61731595829.0,80158769298.0,97940843171.0,58781812075.0,53407281391.0,45460044170.0,35417893801.0,27307534924.0,135668297174.0,171801373326.0,176537194473.0,136991459306.0
I. Nợ ngắn hạn,34492651261.0,20617614043.0,43024342068.0,40257471615.0,43083121893.0,30418099069.0,34675159960.0,55054920444.0,43120924478.0,37368187014.0,49311860949.0,28512633108.0,25228394761.0,25914342887.0,35037786642.0,27468671771.0,29042949684.0,18709470198.0,33947976428.0,24879111183.0,20896872148.0,26815187272.0,28625616761.0,13117428182.0,13625581857.0,24146895826.0,64270093916.0,46823893531.0,45259137842.0,55094821223.0,96885199264.0,97520701295.0,116904724283.0,96217547672.0,138664579511.0,78510415468.0,67765083539.0,74825328871.0,89018553219.0,67127153755.0,81893860717.0,68601011264.0,108919339284.0,70959837292.0,61731595829.0,80158769298.0,97940843171.0,58781812075.0,53407281391.0,45460044170.0,35417893801.0,27307534924.0,106392699623.0,171801373326.0,176537194473.0,136991459306.0
1. Vay và nợ thuê tài chính ngắn hạn,8037985818.0,1110009684.0,5565551004.0,10937611420.0,3405769420.0,4582417420.0,9111886982.0,7206117562.0,5579469562.0,8611577457.0,5611577457.0,6011577457.0,400000000.0,400000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204166661.0,116666660.0,2625298316.0,2483966858.0,0.0,4450350000.0,7679367900.0,11927516600.0,4668750000.0,5137156950.0,8845263158.0,2088520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vay và nợ dài hạn đến hạn phải trả,4403351772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,678177504.0,2602495650.0,10639657812.0,4184755090.0,779511401.0,2978050236.0,3996482487.0,2718615692.0,3047845868.0,5010910181.0,6992717184.0,3787516174.0,1588733859.0,1280661170.0,8315980363.0,1996648488.0,1120801294.0,2696315336.0,9381761752.0,6031575327.0,2457952886.0,4036707949.0,8803754413.0,6084851359.0,4818179781.0,5371086133.0,49688076252.0,33682125503.0,20117443575.0,25514143420.0,60502465278.0,45477067063.0,56811374272.0,53808461880.0,67759033507.0,43126803797.0,33367772489.0,39162459226.0,53560141635.0,45291545706.0,49974779393.0,46414121697.0,73618255062.0,45291256541.0,38008136236.0,57576809049.0,57379097484.0,26033648959.0,29968946824.0,27081614121.0,17511845373.0,8034787897.0,67997672616.0,122329893405.0,144558018880.0,90643485859.0
4. Người mua trả tiền trước,1717573552.0,167912705.0,640015923.0,4076452498.0,16460685749.0,1192420563.0,568555400.0,1052861878.0,852392358.0,489218830.0,46332047.0,168281830.0,14140736.0,52000736.0,45199736.0,1885698706.0,63000000.0,190800773.0,60457976.0,989943065.0,38220000.0,45131074.0,915863611.0,38594802.0,30300001.0,62060187.0,60294668.0,791402203.0,8322094009.0,30300000.0,27000000.0,19774383503.0,19507084931.0,57210968.0,64762500.0,163620000.0,42900000.0,30300000.0,46030000.0,38330000.0,1670266000.0,3371380001.0,1086964000.0,1079704000.0,1338936112.0,4181817271.0,909300702.0,1434315701.0,1422273451.0,1265224778.0,994248070.0,4232921617.0,3762108565.0,57100848.0,27268834.0,3634747.0
5. Thuế và các khoản phải nộp nhà nước,1917034473.0,1932663799.0,5236485914.0,3647615307.0,1540584576.0,2148411356.0,3527602656.0,4538814551.0,3734057007.0,3614294174.0,5328667911.0,3207073189.0,3724611297.0,3585819211.0,2711267893.0,2389338035.0,1133578548.0,1381793894.0,3512844941.0,2177606545.0,1495500398.0,5169282806.0,2187131432.0,1030734536.0,625595557.0,1569264592.0,1644409841.0,2342763711.0,583202378.0,2266319368.0,1938492403.0,2212845645.0,275442293.0,4983836810.0,11053445883.0,12104002191.0,4591321596.0,2095708053.0,1332583838.0,1975625483.0,1163484274.0,1817015667.0,5718383561.0,4301933421.0,849503005.0,2360048311.0,3378494369.0,2813358046.0,621724828.0,1893309888.0,409978826.0,1948357827.0,4337769874.0,6168235603.0,649856317.0,5446551215.0
6. Phải trả người lao động,1434032254.0,2341001329.0,2665493579.0,3198197743.0,2964534351.0,3925634551.0,2715471196.0,2103554193.0,0.0,188645450.0,5661715180.0,2111002883.0,2153461823.0,3826853388.0,4839529467.0,2311021370.0,1668574854.0,1955306011.0,5015724320.0,2710883908.0,3404255255.0,4608046812.0,1155943483.0,284257686.0,198089031.0,202610535.0,1420000000.0,50687521.0,687492768.0,0.0,3565420288.0,601480909.0,1613343663.0,1043805216.0,4717377300.0,1538769075.0,179071456.0,88964971.0,4125256000.0,654553545.0,2006685712.0,1337519797.0,3204961350.0,1450983000.0,212344995.0,1683404670.0,5032016330.0,1680609134.0,647133100.0,584000000.0,2355653466.0,676677000.0,1143000000.0,4621199000.0,5954280700.0,3286999235.0
7. Chi phí phải trả ngắn hạn,0.0,1226327276.0,2714920613.0,1293750434.0,49752708.0,454037033.0,4100970655.0,6209745667.0,9551559402.0,141093940.0,820789917.0,458763635.0,3829935226.0,2680216805.0,4112041161.0,3048943402.0,6543244156.0,1214112103.0,6699782510.0,2974706853.0,8038981880.0,6952461886.0,6855946309.0,1698030199.0,2852231606.0,14628400798.0,5215306167.0,5634756700.0,6501670816.0,17478967434.0,16357557450.0,20285823632.0,24434324167.0,19420130721.0,16399075638.0,9831642932.0,8558406160.0,14214793865.0,18109526259.0,9495638620.0,7154314007.0,5379505413.0,11432239343.0,12246495868.0,5888920576.0,7328671243.0,17675256166.0,17258393684.0,4277419914.0,3803257889.0,4415120000.0,5190508956.0,16581603660.0,24352504679.0,10354302973.0,21075443101.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,0.0,10835523665.0,10500073141.0,0.0,16976506753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17378109023.0,0.0,0.0,0.0,722280000.0,0.0,1503780000.0,97200000.0,918605000.0,33600000.0,810070000.0,265518750.0,1040083750.0,129180000.0,81390000.0,164575958.0,404331146.0,404331146.0,608593458.0,996775958.0,479872500.0,0.0
11. Phải trả ngắn hạn khác,16230681275.0,11870884987.0,15451637400.0,12244703527.0,7128621986.0,6362115232.0,10376070488.0,14060894052.0,18987708765.0,17994116886.0,23939422883.0,12432136850.0,13067604582.0,13812834339.0,14870510784.0,16004314532.0,18353357872.0,10799907316.0,9231270164.0,9759019013.0,5172543303.0,5788404437.0,8612424840.0,3892306927.0,4843490959.0,2132878659.0,6082412066.0,3967696310.0,8726064580.0,7091189629.0,11947643931.0,9104687487.0,9594181515.0,9036010735.0,9261795618.0,6975664031.0,15493912246.0,10234946956.0,8924272845.0,9574317759.0,17873339489.0,9943956847.0,12724719126.0,6345552620.0,13743179848.0,5977994947.0,11843889313.0,8760001494.0,15223668217.0,9552436479.0,8300591863.0,5793125424.0,10715163432.0,12555275815.0,13804606251.0,529897500.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15304659631.0
13. Quỹ khen thưởng phúc lợi,73814613.0,-633681387.0,110579823.0,674385596.0,1402433596.0,725435096.0,278120096.0,187810096.0,1367891516.0,1318330096.0,910638370.0,336281090.0,449907238.0,275957238.0,143257238.0,-167292762.0,160392960.0,471234765.0,46134765.0,235376472.0,289418426.0,215152308.0,94552673.0,88652673.0,257694922.0,180594922.0,159594922.0,150294922.0,204503056.0,88603056.0,62653056.0,64413056.0,218623442.0,188723442.0,103463442.0,101163442.0,394542642.0,152892642.0,109942642.0,97142642.0,547211842.0,240311842.0,215211842.0,210311842.0,880505057.0,784505057.0,682705057.0,672305057.0,1164725057.0,1115625057.0,1026125057.0,1026825057.0,1246788018.0,720388018.0,708988018.0,0.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700788018.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73296000.0,73296000.0,73296000.0,66446050.0,25906050.0,-177323475.0,-287246950.0,0.0,0.0,0.0,0.0,0.0,42022166.0,42022166.0,42022166.0,641666666.0,554166665.0,466666664.0,379166663.0,291666662.0,791081320.0,0.0,0.0,792895320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29275597551.0,0.0,0.0,0.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29275597551.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
